,last_tool_change,relative_processing_time_deviation,machine_status,cleaning
80,True,0.956778681498192,0,1
81,False,0.9366398542910157,0,0
82,False,1.1884660247720114,0,0
83,False,0.9932773554852635,0,0
84,False,1.1021542243774933,0,0
85,False,1.0332313814809582,0,0
86,False,1.2250554587989444,0,0
87,False,1.034372225934408,0,0
88,True,0.8873667503345967,0,1
89,True,0.8728170568187272,1,1
90,False,1.124664461707178,0,0
91,False,0.9727777428748905,0,0
92,False,0.6582910950672419,0,1
93,True,0.8251710471975449,0,1
94,True,1.0229910496120729,0,1
95,False,0.9925997341391919,0,0
96,False,1.1182127158395367,0,0
97,False,1.1073818018903312,0,0
98,True,1.1166210446586287,1,1
99,True,0.9728792160107621,0,0
100,True,0.9075195031144342,0,0
101,True,1.2167218349559428,1,1
102,True,1.2030795670410337,0,1
103,True,0.9060090610572257,1,1
104,True,1.2053753840583323,1,1
105,True,1.1360135350685012,1,1
106,False,0.9707928382972789,0,0
107,False,1.120124555578248,0,0
108,True,1.357902928919604,1,0
109,True,0.9610940899187836,1,0
110,False,1.0896787165301405,0,0
111,False,1.1269730695528053,0,0
112,False,0.8539908946892811,0,0
113,True,0.8113401318150303,0,1
114,False,1.189748293548852,0,0
115,False,0.8827910217232668,1,0
116,True,1.0250509876910063,1,0
117,False,1.1958602408472234,0,0
118,False,1.0115439102798915,0,0
119,False,1.0301311842836205,0,0
120,False,0.9270340731597324,0,0
121,False,1.1388712780990637,0,0
122,True,0.7638789323758601,0,0
123,True,0.8239196328974414,0,1
124,True,0.9860891889834481,1,1
125,False,0.918453695957318,0,0
126,False,1.055800978020641,1,0
127,False,1.19461395556115,0,0
128,True,1.1364454004197686,1,1
129,True,0.7626019455683153,1,0
130,False,0.9697599212154709,0,0
131,False,0.9314443717848568,0,0
132,False,0.9816472677096133,0,0
133,True,0.9505027775530092,1,0
134,True,0.8543846039391687,1,1
135,True,1.0845981173297912,1,1
136,True,0.8683228227479469,1,0
137,True,0.988400919516043,1,1
138,False,1.0719678631879652,0,0
139,True,1.0202379651676172,0,1
140,False,0.9305220167218027,0,0
141,False,0.8840045109031673,0,1
142,False,0.9714223717931112,0,0
143,False,1.1609203372806183,1,0
144,False,1.1152575873099582,0,0
145,False,0.9114328940040318,0,0
146,True,1.1652373956369562,1,1
147,True,0.9107045711559866,1,1
148,True,0.8462622820264134,0,0
149,True,1.0052884682506864,1,1
150,True,0.8604491206634115,1,0
151,True,1.0098615578326677,1,1
152,True,0.9603850453677166,0,1
153,True,0.8749529050989514,1,0
154,False,1.1485764391016497,0,0
155,False,1.083805543947602,0,0
156,False,0.925592703935816,0,0
157,True,0.9568689783002102,0,0
158,True,0.9583924157878868,0,1
159,True,0.8000976938616672,1,1
160,False,0.9054064458614269,0,1
161,False,0.9956821293739959,0,0
162,True,0.9217085310862144,0,1
163,True,0.952820465160769,0,0
164,True,0.7185186235770029,1,0
165,True,1.2657069757926447,1,1
166,False,0.9282654835122764,0,0
167,False,0.9226513571364657,0,0
168,True,1.2003928929103882,1,1
169,True,1.053413673966724,1,1
170,True,1.163428003255781,1,0
171,True,0.8313810002573817,0,1
172,True,0.9523532604805285,0,1
173,True,1.1196479057177282,0,0
174,False,0.9757231416426375,0,0
175,True,0.9934948218325622,1,1
176,False,1.0599540199270276,0,1
177,False,1.166356991642299,0,0
178,False,0.9705308210405276,0,0
179,True,0.9229346470348909,1,0
180,True,1.2263156999012796,1,0
181,True,0.9849918655567428,0,1
182,False,1.021692966640822,0,0
183,False,0.9750010012105409,1,0
184,False,1.0482094045697319,0,0
185,False,0.8827705671599366,1,0
186,False,1.0424847192015434,0,0
187,False,0.9478525167097517,0,0
188,False,0.9751578489367334,0,0
189,False,1.0071255229990819,0,0
190,True,0.8967489493465172,1,0
191,True,1.0104991851392833,1,1
192,False,1.126653229712531,0,0
193,True,0.8223662953819838,1,1
194,True,0.8584687122140313,0,1
195,True,1.0048854246071959,0,1
196,False,1.0559265453264763,0,0
197,False,0.6872951438348767,0,1
198,True,0.9050676135911885,0,1
199,True,1.2956923466211903,1,1
200,False,0.8046509605546789,1,0
201,False,0.9985737661335232,0,0
202,True,0.9179740077787147,0,1
203,False,0.890256400208535,0,1
204,True,0.876596273956574,0,0
205,True,0.8755988170505571,1,1
206,False,1.061398082798683,0,0
207,True,1.01854823985699,0,1
208,False,0.8956886190910472,0,0
209,True,0.9466442192268048,0,1
210,False,1.2334264753608692,0,0
211,True,1.1720085517526726,0,0
212,False,1.14589809300881,0,0
213,False,0.9453347862875703,0,0
214,False,0.9183686405759821,0,0
215,False,0.9927662680079258,0,1
216,False,1.0719898654315643,1,0
217,True,0.8889311249388621,0,0
218,False,1.0495515287917367,0,0
219,False,1.1384123247790356,0,0
220,False,0.9514959807224412,0,0
221,False,1.0944056610249546,0,0
222,False,0.9714925369016274,0,0
223,True,1.4091527133150148,1,0
224,False,1.0274429272668646,0,0
225,False,0.9652656704671371,1,0
226,False,0.8800904983013744,0,0
227,False,0.7827915343645974,0,1
228,False,0.9408006546545267,0,0
229,False,0.8847596899849722,0,0
230,False,1.031854356758551,0,0
231,True,0.9600373072928666,0,0
232,True,0.8431616527892808,0,0
233,True,0.8251976712487239,0,0
234,False,0.9578761803251747,1,0
235,False,0.9746791850155913,0,1
236,False,1.1708655456282544,1,0
237,False,1.0744956818875069,0,0
238,False,0.9207374392696964,0,0
239,False,1.1139724095667731,0,0
240,False,0.8973869976289616,0,0
241,False,1.1004726866708587,0,0
242,False,1.1536642007417717,1,0
243,False,0.8142692635572749,0,0
244,True,0.8083875170371808,1,0
245,True,0.9526506190222234,1,0
246,True,1.1003650530342424,0,1
247,True,1.0040107419559758,1,1
248,False,0.8082188611970154,0,0
249,False,0.997367554142214,0,0
250,False,1.0658694666866366,1,0
251,False,1.0758498795706997,0,0
252,False,1.1019615382637156,0,0
253,False,0.9877648195968945,0,1
254,False,0.9689078945328026,0,0
255,False,0.9978215237194326,0,0
256,False,0.9719141179898578,0,1
257,False,1.0861902792366767,0,0
258,True,1.1538882186639041,1,1
259,True,1.2072323822918436,1,0
260,False,1.0804652872885665,0,0
261,True,1.2765454729035706,1,0
262,False,1.0004242801460153,0,0
263,False,0.9315734438632693,0,0
264,False,1.1555172345651386,0,0
265,False,0.9478444002425566,0,0
266,False,0.8413557767357266,0,1
267,True,0.9172854298249249,1,1
268,False,0.8249977807066884,1,0
269,True,1.108133777320309,1,1
270,False,0.9348455961913209,0,0
271,False,0.9849492804746764,0,0
272,True,0.8365326958823243,1,1
273,True,0.9895036259478016,0,1
274,True,1.0955690375884248,1,0
275,True,0.9078036101253147,1,1
276,False,0.9530447880215784,0,0
277,False,1.0992787650801645,0,0
278,False,1.1079256649127678,0,0
279,False,1.158756514463871,0,0
280,False,1.0824134236396346,0,0
281,False,0.9555912956656389,0,0
282,False,1.0646656200471358,0,1
283,False,1.0174164267646106,0,0
284,False,1.1612682635057368,0,0
285,False,0.8920531025055041,0,0
286,False,0.8160714340164456,0,0
287,False,1.201662825164385,1,0
288,False,1.0444046808423089,0,0
289,False,0.9873950442209825,0,0
290,True,1.0285090624060176,1,0
291,False,1.160458705700774,0,0
292,True,1.2568955171955438,1,0
293,True,0.8800769973009651,1,0
294,False,0.862519645095159,0,0
295,True,1.0540808266880597,0,0
296,False,1.0294238355180994,1,0
297,True,1.141664528408799,0,1
298,True,1.1702602695312345,1,1
299,True,0.9398087095740354,0,0
