,last_tool_change,relative_processing_time_deviation,machine_state,cleaning
138,False,1.0,,
139,True,1.2,,
140,False,1.0,,
141,True,1.2,,
142,False,1.0,,
143,False,1.0,,
144,False,1.0,,
145,False,1.2,,
146,False,1.0,,
147,False,1.0,,
148,False,1.0,,
149,False,1.0,,
150,True,0.9,,
151,True,0.9,,
152,True,1.0,,
153,False,1.0,,
154,False,1.0,,
155,False,1.0,,
156,True,0.9,,
157,True,1.0,,
158,False,1.0,,
159,False,1.0,,
160,False,1.0,,
161,True,1.2,,
162,True,0.9,,
163,True,1.0,,
164,False,1.0,,
165,True,1.0,,
166,True,1.2,,
167,True,1.0,,
168,True,1.0,,
169,True,1.2,,
170,True,1.0,,
171,True,0.9,,
172,True,1.0,,
173,False,0.9,,
174,False,1.0,,
175,False,1.0,,
176,True,1.2,,
177,True,0.9,,
178,False,1.0,,
179,False,1.0,,
180,False,1.0,,
181,False,1.0,,
182,False,1.0,,
183,False,1.0,,
184,True,1.2,,
185,True,1.2,,
186,False,1.0,,
187,True,1.0,,
188,True,1.0,,
189,False,1.0,,
190,False,0.9,,
191,False,1.0,,
192,False,1.0,,
193,True,0.9,,
194,False,1.0,,
195,True,1.2,,
196,True,1.2,,
197,True,0.9,,
198,False,1.0,,
199,True,1.0,,
200,False,1.0,,
201,True,1.2,,
202,False,1.0,,
203,True,1.0,,
204,False,1.0,,
205,False,1.0,,
206,True,0.9,,
207,True,1.2,,
208,False,1.0,,
209,True,1.0,,
210,True,0.9,,
211,False,1.2,,
212,False,1.0,,
213,False,1.2,,
214,False,1.0,,
215,True,1.0,,
216,True,1.0,,
217,True,1.2,,
218,False,1.0,,
219,True,1.0,,
220,True,1.0,,
221,False,1.2,,
222,False,1.0,,
223,True,1.2,,
224,True,1.0,,
225,True,0.9,,
226,False,0.9,,
227,True,0.9,,
228,True,1.0,,
229,True,0.9,,
230,True,1.0,,
231,False,1.0,,
232,True,1.0,,
233,True,1.0,,
234,False,1.0,,
235,True,1.0,,
236,True,1.0,,
237,False,1.0,,
238,True,1.0,,
239,True,0.9,,
240,True,1.0,,
241,True,0.9,,
242,False,1.0,,
243,True,1.2,,
244,False,1.2,,
245,False,1.0,,
246,False,1.0,,
247,False,1.0,,
248,True,1.2,,
249,False,1.0,,
250,False,1.2,,
251,False,1.0,,
252,True,1.2,,
253,False,1.2,,
254,False,1.0,,
255,False,1.0,,
256,False,1.0,,
257,False,1.0,,
258,False,1.0,,
259,True,0.9,,
260,False,1.0,,
261,True,1.0,,
262,False,1.0,,
263,False,1.0,,
264,False,1.0,,
265,True,0.9,,
266,True,1.0,,
267,True,1.0,,
268,False,1.0,,
269,False,1.0,,
270,False,0.9,,
271,False,1.0,,
272,True,1.0,,
273,True,0.9,,
274,True,0.9,,
275,True,1.0,,
276,True,1.2,,
277,True,1.0,,
278,True,1.0,,
279,True,1.2,,
280,False,1.0,,
281,True,0.9,,
282,True,0.9,,
283,True,0.9,,
284,True,1.0,,
285,True,1.2,,
286,True,1.0,,
287,False,1.0,,
288,False,1.2,,
289,False,1.0,,
290,True,1.2,,
291,True,1.0,,
292,False,1.0,,
293,True,0.9,,
294,False,1.2,,
295,True,1.0,,
296,True,1.2,,
297,True,1.0,,
298,True,1.0,,
299,True,1.0,,
300,True,1.0,,
301,False,1.0,,
302,True,1.0,,
303,True,1.0,,
304,False,0.9,,
305,False,1.0,,
306,True,1.0,,
307,True,1.2,,
308,True,1.2,,
309,False,1.2,,
310,False,1.2,,
311,False,1.2,,
312,False,1.0,,
313,False,1.0,,
314,False,1.0,,
315,False,1.2,,
316,False,1.0,,
317,False,1.2,,
318,False,1.0,,
319,False,1.0,,
320,True,1.0,,
321,True,1.2,,
322,False,1.0,,
323,False,1.0,,
324,True,1.2,,
325,False,1.0,,
326,False,1.0,,
327,False,1.2,,
328,False,1.0,,
329,True,1.0,,
330,True,0.9,,
331,False,1.0,,
332,False,1.0,,
333,False,1.0,,
334,False,1.0,,
335,False,1.0,,
336,False,1.0,,
337,False,1.0,,
338,False,1.2,,
339,False,1.2,,
340,True,1.0,,
341,False,1.0,,
342,False,1.0,,
343,False,1.0,,
344,False,1.0,,
345,False,1.0,,
346,False,1.0,,
347,True,1.0,,
348,True,0.9,,
349,True,0.9,,
350,False,1.0,,
351,False,1.0,,
352,False,1.0,,
353,True,0.9,,
354,False,1.2,,
355,False,1.0,,
356,False,0.9,,
357,True,1.2,,
358,True,0.9,,
359,True,0.9,,
360,True,0.9,,
361,False,1.0,,
362,True,0.9,,
363,True,1.0,,
364,True,0.9,,
365,False,1.0,,
366,True,1.0,,
367,False,1.2,,
368,True,1.2,,
369,True,0.9,,
370,False,1.0,,
371,True,1.0,,
372,False,1.0,,
373,True,1.0,,
374,True,0.9,,
375,False,1.0,,
376,True,1.0,,
377,True,0.9,,
378,True,1.0,,
379,True,1.2,,
380,True,1.0,,
381,False,1.2,,
382,True,1.0,,
383,False,1.2,,
384,True,1.0,,
385,True,0.9,,
386,True,1.0,,
387,False,1.0,,
388,False,1.0,,
389,True,1.2,,
390,True,1.0,,
391,False,1.2,,
392,False,1.0,,
393,True,1.0,,
394,True,1.0,,
395,True,1.0,,
396,True,0.9,,
397,False,1.0,,
398,False,0.9,,
399,False,1.0,,
400,False,1.0,,
401,False,0.9,,
402,False,1.2,,
403,False,1.0,,
404,False,1.2,,
405,False,0.9,,
406,False,1.0,,
407,False,1.2,,
408,False,0.9,,
409,True,1.0,,
410,False,1.0,,
411,True,0.9,,
412,True,1.0,,
413,True,1.0,,
414,True,1.0,,
415,False,1.0,,
416,True,1.2,,
417,True,1.2,,
418,False,1.2,,
419,True,1.0,,
420,False,1.0,,
421,False,1.2,,
422,True,1.0,,
423,True,1.0,,
424,False,1.0,,
425,True,0.9,,
426,False,1.2,,
427,False,1.2,,
428,False,1.0,,
429,False,1.0,,
430,False,1.0,,
431,False,1.0,,
432,False,1.0,,
433,False,1.0,,
434,False,1.2,,
435,False,1.0,,
436,True,1.2,,
437,True,1.0,,
438,False,1.2,,
439,False,1.2,,
440,True,1.0,,
441,False,1.0,,
442,True,1.2,,
443,False,1.2,,
444,False,1.0,,
445,False,1.0,,
446,True,1.0,,
447,True,0.9,,
448,True,1.0,,
449,True,1.0,,
450,True,0.9,,
451,False,1.0,,
452,False,0.9,,
453,True,0.9,,
454,True,0.9,,
455,True,0.9,,
456,False,1.0,,
457,False,0.9,,
458,False,1.2,,
459,True,1.2,,
460,False,0.9,,
461,True,0.9,,
462,True,1.2,,
463,False,1.0,,
464,False,1.2,,
465,False,1.0,,
466,True,1.0,,
467,False,1.0,,
468,False,1.2,,
469,True,0.9,,
470,False,1.2,,
471,False,1.0,,
472,True,1.0,,
473,True,1.2,,
474,False,1.2,,
475,False,1.2,,
476,False,1.0,,
477,False,1.0,,
478,False,1.0,,
479,False,1.0,,
480,True,1.0,,
481,True,1.0,,
482,False,1.0,,
483,True,1.2,,
484,True,1.2,,
485,True,0.9,,
486,True,1.2,,
487,False,1.0,,
488,True,1.0,,
489,False,1.2,,
490,True,0.9,,
491,True,0.9,,
492,True,1.0,,
493,False,1.2,,
494,False,1.0,,
495,False,1.0,,
496,True,0.9,,
497,True,0.9,,
498,False,1.2,,
499,False,1.0,,
500,True,1.0,,
501,True,1.0,,
502,False,1.0,,
503,True,0.9,,
504,True,0.9,,
505,False,1.2,,
506,False,1.0,,
507,True,1.0,,
508,True,1.0,,
509,True,1.0,,
510,True,1.0,,
511,False,1.0,,
512,False,1.0,,
513,True,0.9,,
514,True,0.9,,
515,False,1.0,,
516,False,0.9,,
517,True,0.9,,
518,True,1.0,,
519,False,1.0,,
520,False,1.0,,
521,True,1.2,,
522,True,1.0,,
523,False,1.0,,
524,True,1.2,,
525,True,0.9,,
526,False,1.0,,
527,True,1.0,,
528,False,1.2,,
529,False,1.2,,
530,True,1.2,,
531,False,1.0,,
532,False,1.0,,
533,False,1.0,,
534,False,0.9,,
535,True,1.2,,
536,True,1.0,,
537,True,1.0,,
538,False,1.0,,
539,True,1.0,,
540,False,1.0,,
541,False,1.0,,
542,True,1.0,,
543,True,0.9,,
544,True,1.0,,
545,True,1.2,,
546,True,0.9,,
547,False,1.2,,
548,True,1.0,,
549,False,1.2,,
550,False,1.0,,
551,False,1.0,,
552,False,1.0,,
553,True,1.0,,
554,True,1.0,,
555,False,0.9,,
556,False,1.2,,
557,True,0.9,,
558,True,1.0,,
559,False,1.2,,
560,False,1.0,,
561,True,1.0,,
562,True,1.0,,
563,True,1.0,,
564,True,0.9,,
565,False,1.0,,
566,False,1.0,,
567,False,1.2,,
568,False,1.0,,
569,True,0.9,,
570,True,1.0,,
571,False,0.9,,
572,False,1.2,,
573,False,1.0,,
574,False,1.0,,
575,True,1.0,,
576,False,1.2,,
577,True,1.0,,
578,False,1.0,,
579,True,1.0,,
580,True,1.0,,
581,False,1.0,,
582,False,1.0,,
583,False,1.0,,
584,False,1.0,,
585,True,1.2,,
586,False,1.0,,
587,True,0.9,,
588,True,1.2,,
589,False,1.0,,
590,True,1.0,,
591,False,1.2,,
592,False,1.2,,
593,True,1.0,,
594,True,0.9,,
595,False,0.9,,
596,False,1.0,,
597,True,1.0,,
598,False,1.0,,
599,True,0.9,,
600,False,1.0,,
601,False,1.2,,
602,True,1.2,,
603,True,1.0,,
604,True,1.2,,
605,True,1.0,,
606,False,1.2,,
607,True,1.2,,
608,True,1.0,,
609,True,1.2,,
610,False,1.0,,
611,True,1.0,,
612,True,0.9,,
613,True,1.2,,
614,False,1.0,,
615,True,1.0,,
616,False,1.0,,
617,False,1.0,,
618,False,1.2,,
619,False,1.0,,
620,False,0.9,,
621,False,0.9,,
622,False,1.0,,
623,True,0.9,,
624,False,1.0,,
625,False,1.0,,
626,True,1.0,,
627,False,1.0,,
628,False,0.9,,
629,False,1.2,,
630,False,1.0,,
631,False,1.0,,
632,True,1.0,,
633,False,1.2,,
634,False,1.2,,
635,True,1.0,,
636,True,1.0,,
637,True,1.0,,
638,True,1.0,,
639,True,1.0,,
640,False,1.0,,
641,True,0.9,,
642,True,1.2,,
643,True,1.0,,
644,True,1.2,,
645,True,1.0,,
646,False,0.9,,
647,True,1.0,,
648,False,1.0,,
649,True,0.9,,
650,False,1.2,,
651,False,1.0,,
652,True,0.9,,
653,False,1.0,,
654,True,1.0,,
655,False,1.0,,
656,False,1.0,,
657,False,1.2,,
658,False,1.0,,
659,False,1.0,,
660,True,1.2,,
661,True,1.2,,
662,True,1.0,,
663,True,1.2,,
664,False,0.9,,
665,True,0.9,,
666,False,1.0,,
667,True,0.9,,
668,True,1.0,,
669,True,1.2,,
670,False,0.9,,
671,False,1.0,,
672,True,1.2,,
673,False,1.2,,
674,False,1.0,,
675,True,1.0,,
676,False,1.0,,
677,False,1.2,,
678,True,1.2,,
679,True,0.9,,
680,True,0.9,,
681,True,1.0,,
682,True,1.0,,
683,True,1.0,,
684,True,0.9,,
685,True,1.2,,
686,False,1.0,,
687,True,1.0,,
688,True,1.2,,
689,False,1.0,,
690,True,1.0,,
691,False,0.9,,
692,False,1.0,,
693,False,1.0,,
694,False,1.0,,
695,False,1.0,,
696,False,1.0,,
697,True,1.0,,
698,True,1.0,,
699,False,1.0,,
700,False,1.0,,
701,True,1.0,,
702,False,1.2,,
703,False,1.0,,
704,False,1.2,,
705,True,1.0,,
706,False,1.0,,
707,True,0.9,,
708,True,0.9,,
709,False,1.0,,
710,False,1.0,,
711,False,1.0,,
712,True,1.0,,
713,False,0.9,,
714,True,1.0,,
715,False,1.0,,
716,False,1.2,,
717,False,1.0,,
718,True,0.9,,
719,False,0.9,,
720,True,1.0,,
721,True,1.2,,
722,False,1.0,,
723,False,1.2,,
724,False,1.0,,
725,True,1.2,,
726,False,1.0,,
727,False,1.0,,
728,True,0.9,,
729,False,1.2,,
730,True,1.0,,
731,False,1.0,,
732,True,1.2,,
733,False,1.0,,
734,True,0.9,,
735,False,1.0,,
736,True,1.2,,
737,False,1.2,,
738,False,1.0,,
739,False,1.2,,
740,False,1.2,,
741,False,1.0,,
742,False,1.0,,
743,True,1.2,,
744,True,1.2,,
745,False,1.0,,
746,True,0.9,,
747,False,1.0,,
748,True,0.9,,
749,True,1.2,,
750,True,1.0,,
751,False,1.0,,
752,True,1.0,,
753,False,1.0,,
754,False,1.2,,
755,True,1.0,,
756,False,1.0,,
757,True,0.9,,
758,False,1.0,,
759,False,1.0,,
760,True,1.0,,
761,False,1.2,,
762,False,1.2,,
763,True,1.0,,
764,False,0.9,,
765,False,1.2,,
766,True,1.0,,
767,False,1.0,,
768,True,1.0,,
769,False,1.0,,
770,False,1.0,,
771,True,1.0,,
772,False,1.0,,
773,False,1.0,,
774,False,1.0,,
775,False,1.0,,
776,False,1.0,,
777,False,1.2,,
778,False,1.0,,
779,False,0.9,,
780,False,0.9,,
781,False,1.0,,
782,False,1.0,,
