,last_tool_change,relative_processing_time_deviation,machine_state,cleaning
57,False,1.8172057608671122,0,0
58,False,1.8059576794140761,0,0
59,False,1.802820767172948,0,0
60,True,1.662715537551305,0,0
61,False,1.5467766909121772,0,0
62,True,0.6104922543688248,1,1
63,True,0.9757375056487539,1,0
64,True,0.7445861281430606,1,0
65,True,0.9087069211633229,1,0
66,True,1.6032648005116115,0,0
67,False,1.6764508007153482,0,0
68,True,0.6547181066885397,1,0
69,True,0.6240510235128218,1,1
70,True,1.0852778485364245,0,1
71,False,1.817343463546585,0,0
72,True,0.7821055850466017,1,0
73,True,0.6857131385488116,1,1
74,True,1.7460686685671498,0,0
75,False,1.6305361675870191,0,0
76,False,1.8236318009004342,0,0
77,True,0.6203814319929153,1,1
78,True,0.8300098036439854,1,1
79,True,1.0563042089350632,0,1
80,False,1.6901538607018005,0,0
81,True,0.7471428284219406,1,0
82,False,1.0928029904746135,0,1
83,True,0.8901565587025837,1,0
84,True,0.7522968265197547,1,1
85,True,1.055933475636353,0,1
86,False,1.5814154534642888,0,0
87,True,0.8215333520657473,1,1
88,True,1.1895464344733144,0,1
89,True,1.0034993517625175,0,1
90,False,0.971295872872388,1,0
91,False,1.1128155932467299,0,1
92,True,0.8292475898871285,1,1
93,False,1.5764887528100924,0,0
94,False,1.645925947590046,0,0
95,True,0.8116521853321583,1,0
96,False,1.631671216864415,0,0
97,False,1.2164662822818486,0,1
98,True,0.7723641111857741,1,0
99,False,1.1236155819410574,0,1
100,False,1.6834987174624008,0,0
101,False,1.609566305548742,0,0
102,True,0.8141272164790587,1,0
103,False,1.6319574255274638,0,0
104,False,1.8633797823102833,0,0
105,True,0.8545127149912884,1,0
106,True,0.583214654883464,1,1
107,False,1.7055335905663151,0,0
108,True,1.0534784837213897,1,0
109,False,1.642780778012381,0,0
110,False,1.6717683628964286,0,0
111,False,1.7275193929263122,0,0
112,True,0.9015579782347828,1,0
113,True,1.2814992115564772,0,1
114,True,0.918974270020996,1,0
115,False,1.7881388265302096,0,0
116,True,0.6629575278282743,1,1
117,False,0.9160628061228797,0,1
118,True,0.7556572619591828,1,1
119,True,1.618933103847277,0,0
120,False,1.6375514728643787,0,0
121,False,1.6054689758651999,0,0
122,True,1.769907504227686,0,0
123,False,1.716875727995261,0,0
124,True,1.162015493288779,0,1
125,True,1.7849705010935524,0,0
126,True,0.6411832412765084,1,1
127,False,1.6628464529041516,0,0
128,True,0.8741316166357653,1,0
129,True,0.8567293566390967,1,0
130,True,0.8351043059404057,1,1
131,False,0.8127589886385193,1,0
132,False,1.6712909042662814,0,0
133,True,0.8563012536120097,1,0
134,True,1.0935435465538903,0,1
135,True,1.1365567944831383,0,1
136,False,1.073893280214048,0,1
137,False,1.8161507566445334,0,0
138,True,1.7284754593665366,0,0
139,True,0.7382392962284315,1,1
140,True,0.8801933726469753,1,0
141,False,1.6782719426114863,0,0
142,False,1.6603853482783286,0,0
143,True,1.5514388410902047,0,0
144,True,0.6832955586042422,1,1
145,False,1.0418866303035548,0,1
146,True,0.641312257940378,1,1
147,True,1.5383556803944618,0,0
148,True,0.9238862780597649,1,0
149,False,1.6708841155882312,0,0
150,True,1.736503822124,0,0
151,False,1.618568311725257,0,0
152,False,1.7392927359721935,0,0
153,True,1.0584748229625613,1,0
154,False,1.7832064564947288,0,0
155,True,0.8181570607978261,1,1
156,False,1.5717917530023773,0,0
157,True,1.6643483031646529,0,0
158,False,0.711672512431874,1,0
159,True,1.6841711103233385,0,0
160,False,1.777674524047103,0,0
161,False,1.7809122961912287,0,0
162,True,1.8250212016080876,0,0
163,False,1.9851840533000908,0,0
164,False,0.8553405796002492,1,0
165,False,1.778910303827198,0,0
166,True,0.7835072491818336,1,1
167,True,1.7850614653456975,0,0
168,False,1.746252410439733,0,0
169,True,0.7579887040881476,1,1
170,True,0.9800058345337072,1,0
171,False,1.7154971181376881,0,0
172,True,0.5965809404454829,1,1
173,True,0.7849344464163543,1,1
174,False,0.6742997549971554,1,0
175,False,1.714780040809728,0,0
176,True,0.9074747249224191,1,0
177,False,1.6285284035572132,0,0
178,True,1.085301001415362,0,1
179,True,1.6514716691323716,0,0
180,True,0.7509808498991547,1,1
181,False,1.783171263092067,0,0
182,True,0.9462448253642097,1,0
183,True,1.6513695566848257,0,0
184,True,1.0172388840884414,1,0
185,True,0.5825030966311147,1,1
186,False,1.771689848627795,0,0
187,False,1.6589791064023527,0,0
188,True,0.583202790965087,1,1
189,True,1.215347792728772,0,1
190,True,1.1578712416500407,0,1
191,False,1.6145869468840242,0,0
192,False,1.833893521576754,0,0
193,False,1.5786008715749411,0,0
194,False,1.772314344834354,0,0
195,True,0.6494120926196167,1,1
196,False,1.7537711483285816,0,0
197,False,1.6075502165798232,0,0
198,False,1.7428878241727528,0,0
199,False,1.8883788855619383,0,0
200,True,0.8920761525536728,1,0
201,False,0.879494944074009,1,0
202,False,1.6599537894992116,0,0
203,False,1.8254901031390962,0,0
204,False,0.9084082679174599,1,0
205,True,1.5551586188273105,0,0
206,True,1.1279266234336829,0,1
207,True,0.7954439992359914,1,1
208,True,1.7326525536457629,0,0
209,False,1.7141615818116078,0,0
210,True,0.7216872130790007,1,1
211,True,0.6933706519140833,1,1
212,False,1.876308601723815,0,0
213,True,1.7204020163704838,0,0
214,False,1.5028069765292473,0,0
215,True,0.862743164929173,1,1
216,True,1.6878760831123873,0,0
217,True,0.7085860058057215,1,1
218,True,0.862224393330509,1,0
219,False,1.6608821391670934,0,0
220,False,1.7280274653775027,0,0
221,False,1.7026176800911375,0,0
222,True,0.9844561431744356,1,0
223,False,1.7696547691564433,0,0
224,True,0.7986759395526365,1,0
225,False,1.8078934220455558,0,0
226,False,1.021144495393591,0,1
227,False,1.733673846105403,0,0
228,True,0.8441671898166021,1,0
229,True,1.2327732866878185,0,1
230,False,1.7522942360744311,0,0
231,False,1.7308026084672927,0,0
232,False,1.6876633474223621,0,0
233,True,1.1157410327025,0,1
234,False,1.5946589407855831,0,0
235,False,1.553866686608214,0,0
236,True,0.9211814166817204,1,0
237,False,0.8684502797433126,1,0
238,False,1.7090418977939044,0,0
239,True,1.0324778739697555,0,1
240,False,1.811129604393551,0,0
241,True,0.5516077512496909,1,1
242,False,1.7390411196945248,0,0
243,False,1.648256339237949,0,0
244,True,0.6592794790271446,1,1
245,False,0.9246420427655901,1,0
246,True,0.8674784479959907,1,0
247,False,1.7246559685273926,0,0
248,True,0.7821366886140566,1,1
249,False,1.6947351136183273,0,0
250,True,1.0569589971478086,1,0
251,False,1.1739558513385075,0,1
252,True,1.2293538589118052,0,1
253,True,0.610936582920068,1,1
254,True,1.8974200708735511,0,0
255,True,0.8912041598743359,1,0
256,True,0.9751518158665979,0,1
257,False,1.7147125058335881,0,0
258,True,1.6858559140121305,0,0
259,True,0.6363890156635359,1,1
260,True,1.028212987018004,1,0
261,False,1.6399209817445894,0,0
262,False,1.6089756800038661,0,0
263,True,0.7246310042003326,1,1
264,True,0.6758102508759254,1,1
265,False,1.6448129097458062,0,0
266,False,1.001132200996079,0,1
267,False,1.657622115644841,0,0
268,True,0.7186476983586161,1,1
269,False,1.6740421009048734,0,0
270,True,0.8628660943934269,1,0
271,True,1.6802641915454102,0,0
272,True,0.8552532348139078,1,0
273,False,1.583680427935512,0,0
274,False,1.7256207664330805,0,0
275,False,1.6780751083585228,0,0
276,True,0.722508351222676,1,1
277,True,0.7207876854570627,1,1
278,True,0.6140373914911345,1,1
279,True,0.6124782088516901,1,1
280,True,0.8840582241004454,1,1
281,True,1.0485827390390647,0,1
282,True,0.5916858263050575,1,1
283,True,0.6996021334281071,1,1
284,True,0.743751854488232,1,0
285,True,0.5585259523683568,1,1
286,False,1.6265367220914049,0,0
287,True,1.669810636188616,0,0
288,False,1.700859382866902,0,0
289,False,1.6617424683482156,0,0
290,False,1.5831742211788147,0,0
291,True,0.7227141509508791,1,1
292,True,0.7642816869955127,1,0
293,True,1.7484001446111241,0,0
294,True,0.7741149234127507,1,1
295,False,1.7134859361696573,0,0
296,False,0.8827938792682406,1,0
297,True,0.8572611703203032,1,1
298,True,0.7949925373897293,1,1
299,True,1.7205506240471908,0,0
